# energy dos(up) dos(down)
-2.291610000000000014e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.290360000000000085e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.289119999999999777e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.287879999999999825e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.286639999999999873e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.285399999999999920e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.284159999999999968e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.282920000000000016e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.281680000000000064e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.280429999999999779e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.279189999999999827e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.277949999999999875e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.276709999999999923e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.275469999999999970e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.274230000000000018e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.272990000000000066e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.271749999999999758e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.270499999999999829e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.269259999999999877e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.268019999999999925e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.266779999999999973e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.265540000000000020e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.264300000000000068e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.263059999999999761e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.261819999999999808e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.260569999999999879e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.259329999999999927e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.258089999999999975e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.256850000000000023e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.255610000000000070e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.254369999999999763e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.253129999999999811e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.251889999999999858e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.250649999999999906e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.249399999999999977e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.248160000000000025e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.246920000000000073e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.245679999999999765e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.244439999999999813e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.243199999999999861e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.241959999999999908e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.240719999999999956e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.239470000000000027e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.238230000000000075e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.236989999999999768e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.235749999999999815e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.234509999999999863e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.233269999999999911e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.232029999999999959e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.230790000000000006e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.229540000000000077e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.228299999999999770e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.227059999999999818e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.225819999999999865e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.224579999999999913e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.223339999999999961e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.222100000000000009e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.220860000000000056e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.219609999999999772e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.218369999999999820e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.217129999999999868e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.215889999999999915e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.214649999999999963e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.213410000000000011e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.212170000000000059e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-2.210929999999999751e+01 0.000000000000000000e+00 -0.000000000000000000e+00
