# energy dos(up) dos(down)
-5.297749999999999915e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.293750000000000000e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.289750000000000085e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.285749999999999460e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.281749999999999545e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.277749999999999631e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.273749999999999716e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.269749999999999801e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.265749999999999886e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.261749999999999972e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.257750000000000057e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.253749999999999432e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.249749999999999517e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.245749999999999602e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.241749999999999687e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.237749999999999773e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.233749999999999858e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.229749999999999943e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.225750000000000028e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.221750000000000114e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.217749999999999488e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.213749999999999574e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.209749999999999659e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.205749999999999744e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.201749999999999829e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.197749999999999915e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.193750000000000000e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.189750000000000085e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.185749999999999460e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.181749999999999545e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.177749999999999631e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.173749999999999716e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.169749999999999801e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.165749999999999886e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.161749999999999972e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.157750000000000057e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.153749999999999432e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.149749999999999517e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.145749999999999602e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.141749999999999687e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.137749999999999773e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.133749999999999858e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.129749999999999943e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.125750000000000028e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.121750000000000114e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.117749999999999488e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.113749999999999574e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.109749999999999659e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.105749999999999744e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.101749999999999829e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.097749999999999915e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.093750000000000000e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.089750000000000085e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.085749999999999460e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.081749999999999545e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.077749999999999631e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.073749999999999716e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.069749999999999801e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.065749999999999886e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.061749999999999972e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.057750000000000057e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.053749999999999432e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.049749999999999517e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.045749999999999602e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.041749999999999687e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.037749999999999773e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.033749999999999858e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.029749999999999943e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.025750000000000028e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.021750000000000114e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.017749999999999488e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.013749999999999574e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.009749999999999659e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.005749999999999744e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-5.001749999999999829e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.997749999999999915e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.993750000000000000e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.989750000000000085e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.985749999999999460e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.981749999999999545e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.977749999999999631e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.973749999999999716e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.969749999999999801e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.965749999999999886e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.961749999999999972e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.957750000000000057e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.953749999999999432e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.949749999999999517e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.945749999999999602e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.941749999999999687e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.937749999999999773e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.933749999999999858e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.929749999999999943e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.925750000000000028e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.921750000000000114e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.917749999999999488e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.913749999999999574e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.909749999999999659e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.905749999999999744e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.901749999999999829e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.897749999999999915e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.893750000000000000e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.889750000000000085e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.885749999999999460e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.881749999999999545e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.877749999999999631e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.873749999999999716e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.869749999999999801e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.865749999999999886e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.861749999999999972e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.857750000000000057e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.853749999999999432e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.849749999999999517e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.845749999999999602e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.841749999999999687e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.837749999999999773e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.833749999999999858e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.829749999999999943e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.825750000000000028e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.821750000000000114e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.817749999999999488e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.813749999999999574e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.809749999999999659e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.805749999999999744e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.801749999999999829e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.797749999999999915e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.793750000000000000e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.789750000000000085e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.785749999999999460e+01 9.636199762982135542e-08 -0.000000000000000000e+00
-4.781749999999999545e+01 8.344158281770609664e-06 -0.000000000000000000e+00
-4.777749999999999631e+01 2.719106019292330100e-04 -0.000000000000000000e+00
-4.773749999999999716e+01 4.578691103624700151e-03 -0.000000000000000000e+00
-4.769749999999999801e+01 4.756361893647743921e-02 -0.000000000000000000e+00
-4.765749999999999886e+01 3.251655873363948901e-01 -0.000000000000000000e+00
-4.761749999999999972e+01 1.481441725648258601e+00 -0.000000000000000000e+00
-4.757750000000000057e+01 4.506861698798664051e+00 -0.000000000000000000e+00
-4.753749999999999432e+01 9.165454025873145838e+00 -8.565510900428566250e-08
-4.749749999999999517e+01 1.247272496972662914e+01 -8.860080239659968353e-06
-4.745749999999999602e+01 1.141059729960932501e+01 -3.302887773282672714e-04
-4.741749999999999687e+01 7.333391710666402830e+00 -6.108647152380315866e-03
-4.737749999999999773e+01 4.684054789230871485e+00 -6.823111751380907253e-02
-4.733749999999999858e+01 6.496518569131285226e+00 -4.985022262444941399e-01
-4.729749999999999943e+01 1.291293641028756056e+01 -2.422339397647782722e+00
-4.725750000000000028e+01 2.232355410660768058e+01 -7.848315905550118821e+00
-4.721750000000000114e+01 3.268655609328243372e+01 -1.697520495924419137e+01
-4.717749999999999488e+01 4.045193255599774318e+01 -2.455290243423164753e+01
-4.713749999999999574e+01 4.103506059454109334e+01 -2.397503085989835725e+01
-4.709749999999999659e+01 3.562793317352230105e+01 -1.680331694793628827e+01
-4.705749999999999744e+01 3.195712530580949817e+01 -1.139476211926157490e+01
-4.701749999999999829e+01 3.352552911761101484e+01 -1.194991585821359337e+01
-4.697749999999999915e+01 3.472078184337052420e+01 -1.514197910292850224e+01
-4.693750000000000000e+01 2.946204795752052519e+01 -1.688166317960577345e+01
-4.689750000000000085e+01 2.008503066790674296e+01 -1.683139673122956381e+01
-4.685749999999999460e+01 1.391016433497756033e+01 -1.512471743899347842e+01
-4.681749999999999545e+01 1.312447161208489455e+01 -1.099499938974062729e+01
-4.677749999999999631e+01 1.306261829554709308e+01 -5.863609713852848238e+00
-4.673749999999999716e+01 1.010312797825226561e+01 -2.505104224489221210e+00
-4.669749999999999801e+01 6.396680637669072134e+00 -2.243312509036221591e+00
-4.665749999999999886e+01 5.925709233794718145e+00 -5.133204482026030746e+00
-4.661749999999999972e+01 9.241875261210802606e+00 -9.838220368463272081e+00
-4.657750000000000057e+01 1.254007497806884608e+01 -1.276950938140516101e+01
-4.653749999999999432e+01 1.170659473871271317e+01 -1.137509851055358112e+01
-4.649749999999999517e+01 7.280090926849153377e+00 -8.421715195891176009e+00
-4.645749999999999602e+01 3.003420255146055595e+00 -9.475152168368298433e+00
-4.641749999999999687e+01 8.213191092604977817e-01 -1.628404377075195697e+01
-4.637749999999999773e+01 1.487418731653396275e-01 -2.358713838843390675e+01
-4.633749999999999858e+01 1.776862695694886307e-02 -2.387605398044128435e+01
-4.629749999999999943e+01 1.360645165297651605e-03 -1.645233359511163229e+01
-4.625750000000000028e+01 5.942161129969300679e-05 -7.698582355772838781e+00
-4.621750000000000114e+01 1.197180222196357261e-06 -2.552032484578337979e+00
-4.617749999999999488e+01 1.070688862553570781e-08 -1.204685539598154165e+00
-4.613749999999999574e+01 0.000000000000000000e+00 -2.624261259026663851e+00
-4.609749999999999659e+01 0.000000000000000000e+00 -6.401830637293099535e+00
-4.605749999999999744e+01 0.000000000000000000e+00 -1.086058846245063236e+01
-4.601749999999999829e+01 0.000000000000000000e+00 -1.260260188094920863e+01
-4.597749999999999915e+01 0.000000000000000000e+00 -1.053949649707533709e+01
-4.593750000000000000e+01 0.000000000000000000e+00 -8.207865606403640157e+00
-4.589750000000000085e+01 0.000000000000000000e+00 -9.511528700706232797e+00
-4.585749999999999460e+01 0.000000000000000000e+00 -1.412510125449241194e+01
-4.581749999999999545e+01 0.000000000000000000e+00 -1.851096175942963740e+01
-4.577749999999999631e+01 0.000000000000000000e+00 -1.970713427755372038e+01
-4.573749999999999716e+01 0.000000000000000000e+00 -1.688650223379460513e+01
-4.569749999999999801e+01 0.000000000000000000e+00 -1.124386725291901712e+01
-4.565749999999999886e+01 0.000000000000000000e+00 -5.535986768448890594e+00
-4.561749999999999972e+01 0.000000000000000000e+00 -1.937071581300750633e+00
-4.557750000000000057e+01 0.000000000000000000e+00 -4.701326066157631156e-01
-4.553749999999999432e+01 0.000000000000000000e+00 -7.804480587869763730e-02
-4.549749999999999517e+01 0.000000000000000000e+00 -8.741238818454673959e-03
-4.545749999999999602e+01 0.000000000000000000e+00 -6.341714914633220755e-04
-4.541749999999999687e+01 0.000000000000000000e+00 -2.631556998057081300e-05
-4.537749999999999773e+01 0.000000000000000000e+00 -4.711030995235711239e-07
-4.533749999999999858e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.529749999999999943e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.525750000000000028e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.521750000000000114e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.517749999999999488e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.513749999999999574e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.509749999999999659e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.505749999999999744e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.501749999999999829e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.497749999999999915e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.493750000000000000e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.489750000000000085e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.485749999999999460e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.481749999999999545e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.477749999999999631e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.473749999999999716e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.469749999999999801e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.465749999999999886e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.461749999999999972e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.457750000000000057e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.453749999999999432e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.449749999999999517e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.445749999999999602e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.441749999999999687e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.437749999999999773e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.433749999999999858e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.429749999999999943e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.425750000000000028e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.421750000000000114e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.417749999999999488e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.413749999999999574e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.409749999999999659e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.405749999999999744e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.401749999999999829e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.397749999999999915e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.393750000000000000e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.389750000000000085e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.385749999999999460e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.381749999999999545e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.377749999999999631e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.373749999999999716e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-4.369749999999999801e+01 0.000000000000000000e+00 -0.000000000000000000e+00
